167.07298420379556	3.0784203641713713e-30
167.19838735663515	5.050143186499145e-30
167.3250259417041	8.202316354601798e-30
167.4529373674365	1.3189441150466096e-29
167.5821609674331	2.0997777455028177e-29
167.71273814207288	3.309613792750521e-29
167.84471251380404	5.164619875578491e-29
167.97813009777016	7.979146921292756e-29
168.11303948965616	1.2204826687902353e-28
168.24949207293204	1.848263243137251e-28
168.38754224800016	2.7711057011981056e-28
168.5272476861408	4.113385494231282e-28
168.66866961161887	6.0450902319292575e-28
168.81187311586717	8.795554388047647e-28
168.95692750831589	1.267011930541852e-27
169.1039067092344	1.8069879040834166e-27
169.25288969090212	2.5514487055266985e-27
169.40396097458301	3.5667731862787304e-27
169.5572111921764	4.936523397074169e-27
169.71273772314052	6.764317148596777e-27
169.87064541940347	9.176641772048685e-27
170.03104743358162	1.2325389448264637e-26
170.1940661690955	1.6389834870108856e-26
170.35983437485558	2.1577720362510155e-26
170.52849641234585	2.8125069107188603e-26
170.7002097294983	3.6294322267219547e-26
170.87514658417126	4.63703996769204e-26
171.05349607091603	5.865432516100249e-26
171.23546651893923	7.345414380201827e-26
171.4212883478949	9.107299407437786e-26
171.61121749309604	1.1179438296757e-25
171.80553954538667	1.3586494184831334e-25
172.00457479684397	1.6347520339875153e-25
172.208684447007	1.9473921755874025e-25
172.41827831357352	2.2967409313199706e-25
172.63382451887873	2.6818078330515416e-25
172.85586180858076	3.1002759748628655e-25
173.08501543343917	3.548379894870901e-25
173.32201794111705	4.0208411887661198e-25
173.56773687151016	4.510874926371631e-25
173.82321238272368	5.010276642709144e-25
174.08970954095548	5.5095950767863055e-25
174.36879293000212	5.99839019069448e-25
174.66243646213226	6.465569717372033e-25
174.97319110527337	6.899791071678466e-25
175.3044529091645	7.2899095000034685e-25
175.66091611485828	7.6254484332172865e-25
176.04939661680285	7.897064685874863e-25
176.48048059297452	8.096979830186917e-25
176.9723114022935	8.21935000955286e-25
177.56137103207942	8.260549672926415e-25
178.34862001979687	8.21935000955286e-25
152.65759031090366	7.509524753514849e-32
152.71709323950446	1.2319362134298377e-31
152.77672375346899	2.0008800103423943e-31
152.8364826932861	3.217443464096573e-31
152.8963709086747	5.122215646782492e-31
152.9563892587265	8.073499964620034e-31
153.01653861205102	1.2598617540846774e-30
153.07681984692383	1.9464398694459942e-30
153.13723385143794	2.97725577675585e-30
153.19778152365785	4.50866903587605e-30
153.2584637717771	6.75985875741595e-30
153.31928151427874	1.0034227472367845e-29
153.38023568009908	1.4746444397986794e-29
153.4413272087953	2.1455949995218195e-29
