h,k,l,mag(G),S,I,d,2theta
-7,-3,-4,8.445313082103429,-2.1815252950188184e-14j,4.7590526128069425e-28,0.0880944117438383,-4
-7,-3,-3,8.035951292236042,(-14.46009314825797+2.6219327826146746j),215.9688253728466,0.09729830550811992,160.24552263982693
-7,-3,-2,7.730289153532403,8.243640608118735e-14j,6.795761047582422e-27,0.10514494304909733,142.77705141987894
-7,-3,-1,7.540947203955154,(-14.589587216758913-3.001305355064666j),221.86388898975494,0.1104912960854921,135.18372448287252
-7,-3,0,7.4767677627464915,7.420399644253702e-14j,5.5062330880440474e-27,0.11239631843179371,132.87476500885973
-7,-3,1,7.540947203955154,(-14.589587216759055+3.0013053550647015j),221.86388898975926,0.1104912960854921,135.18372448287252
-7,-3,2,7.730289153532403,1.4294608783758514e-15j,2.0433584028070605e-30,0.10514494304909733,142.77705141987894
-7,-3,3,8.035951292236042,(-14.460093148257972-2.6219327826146888j),215.96882537284677,0.09729830550811992,160.24552263982693
-7,-3,4,8.445313082103429,2.8726882222752204e-13j,8.252337622398767e-26,0.0880944117438383,-4
-7,-3,5,8.944147251017966,(-39.80170461454157+8.142270491451775j),1650.4722589791859,0.07854200565113295,-4
-7,-3,6,9.518397141883971,-2.3095899676423134e-13j,5.334205818634022e-26,0.06935091988344717,-4
-7,-2,-7,9.915165787266293,3.0613638434821496e-13j,9.371948582179799e-26,0.06391163204945133,-4
-7,-2,-6,9.261789318304295,(-6.330190088956756e-13+9.237055564881302e-14j),4.0924538517413385e-25,0.07324703897802286,-4
-7,-2,-5,8.670560954974183,-1.6811000591025438e-13j,2.826097408714576e-26,0.08357674960312865,-4
-7,-2,-4,8.15500890746159,(2.519529827661831e-13+7.105427357601002e-15j),6.35307926227107e-26,0.09447806476875413,177.56137103207942
-7,-2,-3,7.730289153532403,2.0438092907846219e-13j,4.177156417097539e-26,0.10514494304909733,142.77705141987894
-7,-2,-2,7.412032624270572,(-3.6158233208486414e-13+4.973799150320701e-14j),1.3321565067470206e-25,0.1143681836674392,130.64918634355948
-7,-2,-1,7.214342794660484,3.0023352425814214e-14j,9.014016908846443e-28,0.1207219716489636,124.36817718754419
-7,-2,0,7.147231170465648,(1.9728419168216824e-13+2.4868995751603507e-14j),3.953951923737977e-26,0.12299974469894405,122.38028624968602
-7,-2,1,7.214342794660484,7.480708137316546e-14j,5.596099423571399e-27,0.1207219716489636,124.36817718754419
-7,-2,2,7.412032624270572,(-3.297815546493642e-13+2.1316282072803006e-14j),1.092102576683589e-25,0.1143681836674392,130.64918634355948
-7,-2,3,7.730289153532403,-4.726340519502956e-14j,2.2338294706295473e-27,0.10514494304909733,142.77705141987894
-7,-2,4,8.15500890746159,(1.7096672102775244e-13+2.1316282072803006e-14j),2.968400358038862e-26,0.09447806476875413,177.56137103207942
-7,-2,5,8.670560954974183,1.9711309323069072e-13j,3.885357152297097e-26,0.08357674960312865,-4
-7,-2,6,9.261789318304295,(-7.861138541991052e-13+6.394884621840902e-14j),6.220644466964379e-25,0.07324703897802286,-4
-7,-1,-7,9.768266321338416,(-39.80170461454111-8.142270491451647j),1650.4722589791472,0.06584834817216197,-4
-7,-1,-6,9.104353668013665,-2.597012001872214e-13j,6.744471337868324e-26,0.07580216824469807,-4
-7,-1,-5,8.502184519847894,(-39.801704614541734+8.142270491451704j),1650.4722589791982,0.0869198195872538,-4
-7,-1,-4,7.975756052964273,1.496970676895461e-13j,2.2409212074848548e-26,0.09877252225824296,155.8079832888551
-7,-1,-3,7.540947203955154,(-14.58958721675897-3.001305355064666j),221.86388898975656,0.1104912960854921,135.18372448287252
-7,-1,-2,7.214342794660484,5.934349940696073e-14j,3.521650921863948e-27,0.1207219716489636,124.36817718754419
-7,-1,-1,7.011080964764849,(-14.928409258740043+3.4640505909148125j),234.8570494928527,0.12782326409890263,118.52821630143552
-7,-1,0,6.942004590872446,6.341999878056119e-14j,4.022096245326383e-27,0.1303797293808807,116.65512187701268
-7,-1,1,7.011080964764849,(-14.9284092587399-3.4640505909148054j),234.85704949284838,0.12782326409890263,118.52821630143552
-7,-1,2,7.214342794660484,5.131263369399402e-14j,2.6329863766140102e-27,0.1207219716489636,124.36817718754419
-7,-1,3,7.540947203955154,(-14.589587216758995+3.0013053550647086j),221.86388898975758,0.1104912960854921,135.18372448287252
-7,-1,4,7.975756052964273,-2.7195510404962056e-14j,7.395957861863994e-28,0.09877252225824296,155.8079832888551
-7,-1,5,8.502184519847894,(-39.80170461454116-8.142270491451761j),1650.4722589791531,0.0869198195872538,-4
-7,-1,6,9.104353668013665,1.5092573728917104e-13j,2.277857817627987e-26,0.07580216824469807,-4
-7,0,-7,9.718806427221425,-3.1724533575224933e-13j,1.006446030565574e-25,0.06652027009228607,-4
-7,0,-6,9.051266605148696,(4.780122354884853e-13-7.105427357601002e-14j),2.3354440707011363e-25,0.07669395845934159,-4
-7,0,-5,8.445313082103427,3.2447712469011797e-13j,1.0528540444716636e-25,0.08809441174383832,-4
-7,0,-4,7.915103035438158,(-3.4278529258996346e-13+6.750155989720952e-14j),1.220582174045434e-25,0.10029209952375438,152.03141164134075
-7,0,-3,7.4767677627464915,7.420399644253702e-14j,5.5062330880440474e-27,0.11239631843179371,132.87476500885973
-7,0,-2,7.147231170465648,(1.9728419168216824e-13+2.4868995751603507e-14j),3.953951923737977e-26,0.12299974469894405,122.38028624968602
-7,0,-1,6.942004590872446,6.341999878056119e-14j,4.022096245326383e-27,0.1303797293808807,116.65512187701268
-7,0,0,6.872233929727671,(-3.471277317382315e-13+2.1316282072803006e-14j),1.2095204602313692e-25,0.13304054018457215,114.81228588619443
-7,0,1,6.942004590872446,-1.585499969514029e-14j,2.513810153328987e-28,0.1303797293808807,116.65512187701268
-7,0,2,7.147231170465648,(2.349296153992798e-13+2.4868995751603507e-14j),5.581039114134679e-26,0.12299974469894405,122.38028624968602
-7,0,3,7.4767677627464915,-1.1741015469868668e-14j,1.3785144426369538e-28,0.11239631843179371,132.87476500885973
-7,0,4,7.915103035438158,(-2.095851770130843e-13+2.1316282072803006e-14j),4.438033030501319e-26,0.10029209952375438,152.03141164134075
-7,0,5,8.445313082103427,-8.71913100415446e-14j,7.602324546760758e-27,0.08809441174383832,-4
-7,0,6,9.051266605148696,(6.688814296219744e-13+6.394884621840902e-14j),4.514918218258019e-25,0.07669395845934159,-4
-7,1,-7,9.768266321338416,(-39.80170461454197+8.142270491451704j),1650.4722589792166,0.06584834817216197,-4
-7,1,-6,9.104353668013665,1.9943113411815634e-13j,3.9772777255654065e-26,0.07580216824469807,-4
-7,1,-5,8.502184519847894,(-39.80170461454121-8.142270491451647j),1650.4722589791554,0.0869198195872538,-4
-7,1,-4,7.975756052964273,1.8578030083031693e-14j,3.4514320176603056e-28,0.09877252225824296,155.8079832888551
-7,1,-3,7.540947203955154,(-14.58958721675907+3.0013053550647015j),221.8638889897597,0.1104912960854921,135.18372448287252
-7,1,-2,7.214342794660484,7.480708137316546e-14j,5.596099423571399e-27,0.1207219716489636,124.36817718754419
-7,1,-1,7.011080964764849,(-14.9284092587399-3.4640505909148054j),234.85704949284838,0.12782326409890263,118.52821630143552
-7,1,0,6.942004590872446,-1.585499969514029e-14j,2.513810153328987e-28,0.1303797293808807,116.65512187701268
-7,1,1,7.011080964764849,(-14.928409258739988+3.4640505909148125j),234.85704949285105,0.12782326409890263,118.52821630143552
-7,1,2,7.214342794660484,8.48238110312598e-15j,7.195078917866873e-29,0.1207219716489636,124.36817718754419
-7,1,3,7.540947203955154,(-14.58958721675887-3.0013053550646944j),221.8638889897538,0.1104912960854921,135.18372448287252
-7,1,4,7.975756052964273,5.338918860912158e-15j,2.8504054603403576e-29,0.09877252225824296,155.8079832888551
-7,1,5,8.502184519847894,(-39.80170461454137+8.142270491451761j),1650.4722589791697,0.0869198195872538,-4
-7,1,6,9.104353668013665,6.828223108531403e-14j,4.662463081988226e-27,0.07580216824469807,-4
-7,2,-7,9.915165787266293,1.345958203972958e-13j,1.8116034868421106e-26,0.06391163204945133,-4
-7,2,-6,9.261789318304295,(-8.965761353569284e-13+9.237055564881302e-14j),8.123810860424355e-25,0.07324703897802286,-4
-7,2,-5,8.670560954974183,3.739134797912448e-14j,1.3981129036959762e-27,0.08357674960312865,-4
-7,2,-4,8.15500890746159,(2.864076153913105e-13+3.552713678800501e-14j),8.329149960249046e-26,0.09447806476875413,177.56137103207942
-7,2,-3,7.730289153532403,-2.6525828108145208e-14j,7.036195568228664e-28,0.10514494304909733,142.77705141987894
-7,2,-2,7.412032624270572,(-3.120179862553617e-13+2.1316282072803006e-14j),9.780960762825838e-26,0.1143681836674392,130.64918634355948
-7,2,-1,7.214342794660484,4.837604870373381e-14j,2.3402420881860257e-27,0.1207219716489636,124.36817718754419
-7,2,0,7.147231170465648,(2.349296153992798e-13+2.4868995751603507e-14j),5.581039114134679e-26,0.12299974469894405,122.38028624968602
-7,2,1,7.214342794660484,9.135110778520614e-15j,8.345024893584349e-29,0.1207219716489636,124.36817718754419
-7,2,2,7.412032624270572,(-2.4557649479352115e-13+2.1316282072803006e-14j),6.076219867647962e-26,0.1143681836674392,130.64918634355948
-7,2,3,7.730289153532403,1.9599436461303542e-14j,3.841379096006747e-28,0.10514494304909733,142.77705141987894
-7,2,4,8.15500890746159,(2.4520505679620794e-13+2.1316282072803006e-14j),6.057990375983887e-26,0.09447806476875413,177.56137103207942
-7,2,5,8.670560954974183,5.857016181906593e-14j,3.430463855511569e-27,0.08357674960312865,-4
-7,2,6,9.261789318304295,(-6.18180347243601e-13+6.394884621840902e-14j),3.862363966508849e-25,0.07324703897802286,-4
-7,3,-7,10.15527721743456,(-39.8017046145412-8.142270491451661j),1650.4722589791547,0.06092510718732743,-4
-7,3,-6,9.518397141883971,6.245640436518965e-14j,3.9008024462280805e-27,0.06935091988344717,-4
-7,3,-5,8.944147251017966,(-39.801704614541585+8.142270491451775j),1650.472258979187,0.07854200565113295,-4
-7,3,-4,8.445313082103429,4.534973233810307e-14j,2.0565982231375916e-27,0.0880944117438383,-4
-7,3,-3,8.035951292236042,(-14.460093148257943-2.6219327826146888j),215.9688253728459,0.09729830550811992,160.24552263982693
-7,3,-2,7.730289153532403,-3.6897368429292576e-14j,1.3614157970069566e-27,0.10514494304909733,142.77705141987894
-7,3,-1,7.540947203955154,(-14.589587216759021+3.0013053550647086j),221.86388898975832,0.1104912960854921,135.18372448287252
-7,3,0,7.4767677627464915,-1.1741015469868659e-14j,1.3785144426369515e-28,0.11239631843179371,132.87476500885973
-7,3,1,7.540947203955154,(-14.589587216758876-3.0013053550646944j),221.86388898975403,0.1104912960854921,135.18372448287252
-7,3,2,7.730289153532403,3.357708095456408e-14j,1.12742036542935e-27,0.10514494304909733,142.77705141987894
-7,3,3,8.035951292236042,(-14.460093148257927+2.621932782614696j),215.96882537284552,0.09729830550811992,160.24552263982693
-7,3,4,8.445313082103429,-1.653379054372881e-14j,2.733662297438962e-28,0.0880944117438383,-4
-7,3,5,8.944147251017966,(-39.801704614541286-8.142270491451775j),1650.4722589791634,0.07854200565113295,-4
-7,3,6,9.518397141883971,6.794608289576118e-14j,4.61667018087765e-27,0.06935091988344717,-4
-7,4,-7,10.482197061995285,-8.745586638680999e-14j,7.648528565467562e-27,0.05718409183371961,-4
-7,4,-6,9.86644231900142,(4.799669245319611e-13+7.105427357601002e-15j),2.304187357426035e-25,0.06454442048558451,-4
-7,4,-5,9.313676499183844,1.3021911564939793e-13j,1.6957018080511275e-26,0.07243318298937818,-4
-7,4,-4,8.835729338221292,(-8.006314855594576e-13+1.0658141036401503e-13j),6.523703727043266e-25,0.0804813144326424,-4
-7,4,-3,8.445313082103427,1.7462963664106359e-13j,3.04955099933899e-26,0.08809441174383832,-4
-7,4,-2,8.15500890746159,(1.8374757019245096e-13+2.1316282072803006e-14j),3.4217553433036993e-26,0.09447806476875413,177.56137103207942
-7,4,-1,7.975756052964273,-1.7222796581722263e-14j,2.966247220953841e-28,0.09877252225824296,155.8079832888551
-7,4,0,7.915103035438158,(-2.095851770130843e-13+2.1316282072803006e-14j),4.438033030501319e-26,0.10029209952375438,152.03141164134075
-7,4,1,7.975756052964273,5.338918860912161e-15j,2.850405460340361e-29,0.09877252225824296,155.8079832888551
-7,4,2,8.15500890746159,(2.1146542694633232e-13+2.1316282072803006e-14j),4.5172010675001915e-26,0.09447806476875413,177.56137103207942
-7,4,3,8.445313082103427,-1.3160361502073536e-15j,1.731951148652592e-30,0.08809441174383832,-4
-7,4,4,8.835729338221292,(-6.020290571314949e-13+6.394884621840902e-14j),3.665284405633025e-25,0.0804813144326424,-4
-7,4,5,9.313676499183844,-3.0880487141960856e-14j,9.536044861248099e-28,0.07243318298937818,-4
-7,4,6,9.86644231900142,(4.889985336398946e-13+6.394884621840902e-14j),2.432090208346329e-25,0.06454442048558451,-4
-7,5,-7,10.888108754032883,(-39.80170461454165+8.142270491451775j),1650.4722589791922,0.05299988999222793,-4
-7,5,-6,10.296656788847876,2.478707508079033e-13j,6.143990910607369e-26,0.05926351335494577,-4
-7,5,-5,9.768266321338416,(-39.80170461454113-8.142270491451761j),1650.4722589791506,0.06584834817216197,-4
-7,5,-4,9.313676499183844,3.631228707750817e-14j,1.3185821927993668e-27,0.07243318298937818,-4
-7,5,-3,8.944147251017966,(-39.8017046145416+8.142270491451775j),1650.4722589791884,0.07854200565113295,-4
-7,5,-2,8.670560954974183,2.2165699515837104e-13j,4.9131823502638124e-26,0.08357674960312866,-4
-7,5,-1,8.502184519847894,(-39.80170461454116-8.142270491451761j),1650.4722589791531,0.08691981958725381,-4
-7,5,0,8.445313082103427,-8.719131004154463e-14j,7.602324546760762e-27,0.08809441174383832,-4
-7,5,1,8.502184519847894,(-39.80170461454153+8.142270491451761j),1650.4722589791825,0.08691981958725381,-4
-7,5,2,8.670560954974183,1.2085579412913962e-13j,1.460612297458498e-26,0.08357674960312866,-4
-7,5,3,8.944147251017966,(-39.8017046145413-8.142270491451775j),1650.4722589791645,0.07854200565113295,-4
-7,5,4,9.313676499183844,-4.147238409714383e-14j,1.719958642701028e-27,0.07243318298937818,-4
-7,5,5,9.768266321338416,(-39.801704614541336+8.142270491451747j),1650.472258979167,0.06584834817216197,-4
-7,5,6,10.296656788847876,-1.0835229733080204e-13j,1.174022033686253e-26,0.05926351335494577,-4
-7,6,-7,11.36455130404981,7.931033650176934e-14j,6.290129476023886e-27,0.04864915275405996,-4
-7,6,-6,10.799224746714913,(-6.989082905109888e-13+7.105427357601002e-15j),4.885232856429269e-25,0.05387592123176888,-4
-7,6,-5,10.296656788847876,-4.64486239387512e-14j,2.1574746658035312e-27,0.05926351335494577,-4
-7,6,-4,9.86644231900142,(7.512430316411159e-13+1.0658141036401503e-13j),5.757256896245174e-25,0.06454442048558451,-4
-7,6,-3,9.518397141883971,-8.654412031222392e-14j,7.489884760616689e-27,0.06935091988344717,-4
-7,6,-2,9.261789318304295,(-6.698587741437124e-13+6.394884621840902e-14j),4.528002322299828e-25,0.07324703897802287,-4
-7,6,-1,9.104353668013665,3.467065723377821e-14j,1.2020544730221374e-27,0.07580216824469808,-4
-7,6,0,9.051266605148696,(6.688814296219744e-13+6.394884621840902e-14j),4.514918218258019e-25,0.07669395845934159,-4
-7,6,1,9.104353668013665,5.3064476691792554e-14j,2.8158386865737954e-27,0.07580216824469808,-4
-7,6,2,9.261789318304295,(-6.569320405953987e-13+6.394884621840902e-14j),4.356491608935002e-25,0.07324703897802287,-4
-7,6,3,9.518397141883971,1.0669777624755874e-13j,1.1384415456174109e-26,0.06935091988344717,-4
-7,6,4,9.86644231900142,(7.370321769259139e-13+6.394884621840902e-14j),5.4730588475681755e-25,0.06454442048558451,-4
-7,6,5,10.296656788847876,-7.177473893425877e-14j,5.151613149081002e-27,0.05926351335494577,-4
-7,6,6,10.799224746714913,(-6.446616212771009e-13+6.394884621840902e-14j),4.19678060880286e-25,0.05387592123176888,-4
-6,-7,-7,11.36455130404981,-4.2757992022899993e-13j,1.8282458818303793e-25,0.04864915275405996,-4
-6,-7,-6,10.799224746714913,(-8.965761353569285e-13+4.973799150320701e-14j),8.063226342903384e-25,0.05387592123176888,-4
-6,-7,-5,10.296656788847876,-8.788592846131303e-14j,7.723936421507031e-27,0.05926351335494577,-4
-6,-7,-4,9.86644231900142,(4.160323319601238e-13-2.1316282072803006e-14j),1.7353728511758596e-25,0.06454442048558451,-4
-6,-7,-3,9.518397141883971,6.871247618702638e-14j,4.7214043837526665e-27,0.06935091988344717,-4
-6,-7,-2,9.261789318304295,(-8.035492654780996e-13+9.592326932761353e-14j),6.548926956488914e-25,0.07324703897802287,-4
-6,-7,-1,9.104353668013665,-2.5970120018722134e-13j,6.744471337868322e-26,0.07580216824469808,-4
-6,-7,0,9.051266605148696,(4.005088487848901e-13-6.750155989720952e-14j),1.6496379854355452e-25,0.07669395845934159,-4
-6,-7,1,9.104353668013665,1.2192774741456112e-13j,1.4866375589589017e-26,0.07580216824469808,-4
-6,-7,2,9.261789318304295,(-6.872941854227068e-13+9.592326932761353e-14j),4.815745709143599e-25,0.07324703897802287,-4
-6,-7,3,9.518397141883971,-5.3798675690203184e-14j,2.8942975060196592e-27,0.06935091988344717,-4
-6,-7,4,9.86644231900142,(5.962220045873539e-13+1.4210854715202004e-14j),3.5568262714589924e-25,0.06454442048558451,-4
-6,-7,5,10.296656788847876,1.146959584766925e-13j,1.315516289088717e-26,0.05926351335494577,-4
-6,-7,6,10.799224746714913,(-5.748914688679793e-13+1.4210854715202004e-14j),3.3070214936891934e-25,0.05387592123176888,-4
-6,-6,-7,10.799224746714913,(-1.051582908764119e-12+4.973799150320701e-14j),1.1083004818035787e-24,0.05387592123176888,-4
-6,-6,-6,10.202621423817474,(-39.87514030200999-1.0257485520639678e-12j),1590.0268141049812,0.0603609858244818,-4
-6,-6,-5,9.669093536366612,(4.3737687027261354e-13+5.3290705182007514e-14j),1.9413842590826224e-25,0.06720604607261892,-4
-6,-6,-4,9.20960980833942,(325.4536241591563+8.290235824204832e-13j),105920.06147832936,0.07407939169368222,-4
-6,-6,-3,8.835729338221292,(-4.4675063908866994e-13+1.1013412404281553e-13j),2.117156588048133e-25,0.0804813144326424,-4
-6,-6,-2,8.558678061729806,(-39.87514030200999-6.204201919579705e-13j),1590.0268141049812,0.0857761377505794,-4
-6,-6,-1,8.388056062041635,(6.505476070795009e-14-7.105427357601002e-14j),9.280831684183123e-27,0.08930118450745253,-4
-6,-6,0,8.330405509046935,(325.4536241591563+4.595291244703032e-13j),105920.06147832936,0.0905414787367227,-4
-6,-6,1,8.388056062041635,(-3.3443294230645896e-13+7.105427357601002e-14j),1.168941026931698e-25,0.08930118450745253,-4
-6,-6,2,8.558678061729806,(-39.87514030200999-3.793766858099909e-13j),1590.0268141049812,0.0857761377505794,-4
-6,-6,3,8.835729338221292,(-7.472868145278443e-14-2.842170943040401e-14j),6.3921693986180434e-27,0.0804813144326424,-4
-6,-6,4,9.20960980833942,(325.4536241591563+3.8690551189517426e-13j),105920.06147832936,0.07407939169368222,-4
-6,-6,5,9.669093536366612,(-4.7433968874016305e-15-4.263256414560601e-14j),1.8400353396606227e-27,0.06720604607261892,-4
-6,-6,6,10.202621423817474,(-39.87514030200999-5.284428618424422e-13j),1590.0268141049812,0.0603609858244818,-4
-6,-5,-7,10.296656788847876,-2.428927018685034e-13j,5.899686462098168e-26,0.05926351335494577,-4
-6,-5,-6,9.669093536366612,(2.823700968654231e-13+5.3290705182007514e-14j),8.257277086258405e-26,0.06720604607261892,-4
-6,-5,-5,9.104353668013665,2.2038301627334028e-13j,4.856867386173537e-26,0.07580216824469808,-4
-6,-5,-4,8.614801142169734,(-4.218533870973798e-13+1.7053025658242404e-13j),2.070408486155992e-25,0.0846621619356368,-4
-6,-5,-3,8.21389060284904,1.2404592360906978e-15j,1.5387391164027175e-30,0.0931283781292005,-4
-6,-5,-2,7.915103035438159,(9.529198622769078e-14+2.6645352591003757e-15j),9.087662387365398e-27,0.10029209952375437,152.0314116413408
-6,-5,-1,7.730289153532403,2.0261859486424813e-13j,4.1054294984762315e-26,0.10514494304909733,142.77705141987894
-6,-5,0,7.667694688915752,(-1.8654711813171051e-13+6.039613253960852e-14j),3.8447520108988315e-26,0.10686863064006615,140.1134146185857
-6,-5,1,7.730289153532403,-2.191007084345113e-14j,4.800512043650472e-28,0.10514494304909733,142.77705141987894
-6,-5,2,7.915103035438159,(1.5346101087351413e-13+3.108624468950438e-14j),2.4516636467216564e-26,0.10029209952375437,152.0314116413408
-6,-5,3,8.21389060284904,4.096136567140144e-13j,1.6778334776662642e-25,0.0931283781292005,-4
-6,-5,4,8.614801142169734,(-4.974305920506424e-13+8.881784197001252e-14j),2.553258029600627e-25,0.0846621619356368,-4
-6,-5,5,9.104353668013665,-1.1733414095700915e-13j,1.376730063411929e-26,0.07580216824469808,-4
-6,-5,6,9.669093536366612,(3.1724091942341225e-13+8.881784197001252e-14j),1.0853041000882207e-25,0.06720604607261892,-4
