h,k,l,mag(G),S,I,d,2theta
-6,-3,6,8.835729338221292,(1.7571499863693282e-14+5.329070518200751e-15j),3.371566000477294e-28,0.0804813144326424,-4
-6,-2,-7,9.261789318304295,(8.182558346960714e-14+1.2878587085651816e-14j),6.861284115464363e-27,0.07324703897802287,-4
-6,-2,-6,8.558678061729806,(43.6176+1.7372434965809323e-14j),1902.4950297600003,0.08577613775057939,-4
-6,-2,-5,7.915103035438159,(1.9898896462182897e-15+7.993605777301127e-15j),6.785739412702872e-29,0.10029209952375437,152.0314116413408
-6,-2,-4,7.3467270990868725,(13.0544-6.758597439258389e-14j),170.41735935999998,0.11641047266150062,128.4955170721603
-6,-2,-3,6.872233929727672,(2.4122703887401397e-14+1.8207657603852567e-14j),9.134236382583807e-28,0.13304054018457212,114.81228588619445
-6,-2,-2,6.512177547558944,(43.6176-2.113401332690715e-14j),1902.4950297600003,0.1481587833873644,105.94919100847936
-6,-2,-1,6.286252520106808,(2.7490972443776277e-14+1.7763568394002505e-15j),7.589090095253506e-28,0.15899966997668374,100.82836990078259
-6,-2,0,6.209117666122562,(13.0544-4.0985906385817224e-14j),170.41735935999998,0.16297466172610084,99.14278056340999
-6,-2,1,6.286252520106808,(8.420671390937183e-16-1.7763568394002505e-15j),3.864520687625528e-30,0.15899966997668374,100.82836990078259
-6,-2,2,6.512177547558944,(43.6176+1.0765974617057142e-14j),1902.4950297600003,0.1481587833873644,105.94919100847936
-6,-2,3,6.872233929727672,(4.638578415560474e-14-5.329070518200751e-15j),2.180039964318308e-27,0.13304054018457212,114.81228588619445
-6,-2,4,7.3467270990868725,(13.0544-2.689161698662918e-14j),170.41735935999998,0.11641047266150062,128.4955170721603
-6,-2,5,7.915103035438159,(-5.863716928251226e-14-8.881784197001252e-15j),3.517203711988101e-27,0.10029209952375437,152.0314116413408
-6,-2,6,8.558678061729806,(43.6176+6.869174804795451e-15j),1902.4950297600003,0.08577613775057939,-4
-6,-1,-7,9.104353668013665,7.390396091274023e-14j,5.461795438591835e-27,0.07580216824469808,-4
-6,-1,-6,8.388056062041635,(-1.1372162488622401e-14-1.1102230246251565e-14j),2.525855961084135e-28,0.08930118450745252,-4
-6,-1,-5,7.730289153532403,-9.074054600391566e-14j,8.233846689088733e-27,0.10514494304909733,142.77705141987894
-6,-1,-4,7.147231170465648,(-8.420671390937199e-16+1.4654943925052066e-14j),2.1547645851316193e-28,0.12299974469894405,122.38028624968602
-6,-1,-3,6.6585368903775395,3.865890959083197e-14j,1.49451129075212e-27,0.14171709715313116,109.43453389274092
