2theta, I
165.95891167286584,136056.7839464306
148.67504338055255,747.4698684159821
160.24552263982693,3899.049893764635
135.18372448287252,6227.49818558696
118.52821630143552,1242.4314817397628
128.4955170721603,3680.202651371437
120.43522088984767,11842.93030766303
105.94919100847936,24052.303087127093
99.14278056340999,2240.7440220543435
92.46480862733866,33389.3344402359
104.22985110733639,1296.3970816234903
90.80407962567679,1482.043909160858
118.52821630143549,2502.6995448454027
90.80407962567678,3019.1441579572565
77.42333957947271,3937.231186614228
128.49551707216034,736.0733595178219
120.4352208898477,11847.376034837243
112.99646559692042,703.0364834663053
85.82036157982836,1290.0858640679746
72.26212003011906,3247.0531616057883
65.1305350321281,44047.35256439294
57.55825055359985,1168.7094080297056
104.22985110733637,652.1051310708831
63.286804238661816,4796.701111618584
47.05438953469098,12015.630693567988
49.282388007561146,25094.486008799253
39.80560125597135,4540.873442589601
27.85774640642678,66772.17978282158
24.06508266465309,33541.78105463178
