2theta, I
165.95891167286584,10081.787753529854
148.67504338055255,58490.75162173993
160.24552263982693,6543.430277988764
135.18372448287252,10869.574397623288
118.52821630143552,2325.2023584768795
128.4955170721603,320879.8043156184
120.43522088984767,818.1925293497269
105.94919100847936,1684.4091522047659
99.14278056340999,257820.10500168876
92.46480862733866,2535.871657103335
104.22985110733639,2667.850990589647
90.80407962567679,3521.4119497707256
118.52821630143549,4650.404716953755
90.80407962567678,7042.823899541455
77.42333957947271,10843.846263503943
128.49551707216034,64175.96086312371
120.4352208898477,818.192529349727
112.99646559692042,69594.84005375484
85.82036157982836,177654.78462153766
72.26212003011906,555314.860924937
65.1305350321281,5273.732757314503
57.55825055359985,260861.48553416933
104.22985110733637,1333.9254952948227
63.286804238661816,15307.84781140155
47.05438953469098,39421.53972739323
49.282388007561146,4293.581620086341
39.80560125597135,1433154.6168344358
27.85774640642678,15827.376975680765
24.06508266465309,77503.10557791924
