2theta, I
165.95891167286584,11706.785435402888
148.67504338055255,53951.42535194244
160.24552263982693,337.70630094875526
135.18372448287252,477.0063456309986
118.52821630143552,88.06449816644344
128.4955170721603,237343.51620216068
120.43522088984767,678.8883103321559
105.94919100847936,1253.077235943063
99.14278056340999,140868.30976320506
92.46480862733866,1816.397868804016
104.22985110733639,90.53427513060346
90.80407962567679,113.75103500870343
118.52821630143549,176.12899633288686
90.80407962567678,227.50207001740796
77.42333957947271,356.0998580398887
128.49551707216034,47468.70324043219
120.4352208898477,678.8883103321564
112.99646559692042,42755.16596648172
85.82036157982836,95178.85022557115
72.26212003011906,323445.51088370814
65.1305350321281,4428.6320290844515
57.55825055359985,179087.08098797337
104.22985110733637,45.26713756530172
63.286804238661816,533.903610989511
47.05438953469098,1485.4926068436012
49.282388007561146,4255.381570618047
39.80560125597135,1215252.9557063775
27.85774640642678,19186.134313524784
24.06508266465309,3494.270201722693
