2theta, I
165.95891167286584,56097.32755432265
148.67504338055255,723.8141192975922
160.24552263982693,78.49268259685557
135.18372448287252,125.22826098552986
118.52821630143552,25.058782938548177
128.4955170721603,3564.320654587641
120.43522088984767,4880.530563373858
105.94919100847936,9897.184950250832
99.14278056340999,2173.47857750516
92.46480862733866,13697.355582179058
104.22985110733639,25.845864506715685
90.80407962567679,29.419119212672637
118.52821630143549,50.002321250345474
90.80407962567678,58.06815895659561
77.42333957947271,72.64155410812124
128.49551707216034,713.1452241050673
120.4352208898477,4880.178447856085
112.99646559692042,681.2630097299137
85.82036157982836,1253.8958775818392
72.26212003011906,3169.665563754012
65.1305350321281,17617.447710743483
57.55825055359985,1152.138353878658
104.22985110733637,12.86461391916201
63.286804238661816,78.66804159496283
47.05438953469098,154.47433759789732
49.282388007561146,9562.136068361478
39.80560125597135,4583.174414689684
27.85774640642678,21973.754386437537
24.06508266465309,286.00584634957426
