2theta, I
165.95891167286584,324.2023756750822
148.67504338055255,913.9179940896863
128.4955170721603,5013.746942431538
120.43522088984767,32.44875757828034
105.94919100847936,74.42518492654293
99.14278056340999,4028.4391406513882
92.46480862733866,122.31398431812467
128.49551707216034,1002.749388486308
120.4352208898477,32.44875757828034
112.99646559692042,1087.419375839919
85.82036157982836,2775.8560097115264
72.26212003011906,8676.794701952143
65.1305350321281,270.1208993383893
57.55825055359985,4075.960711471397
49.282388007561146,217.63667964394588
39.80560125597135,22393.04088803806
27.85774640642678,774.5696465692578
