2theta, I
165.95891167286584,0.3180295150091138
148.67504338055255,0.017828379414275272
160.24552263982693,0.3319922611739904
135.18372448287252,2.059577985980553
118.52821630143552,0.5103160043296979
128.4955170721603,0.12599378103652303
120.43522088984767,0.01996483217327665
105.94919100847936,0.030331344439514418
99.14278056340999,0.1633298969247159
92.46480862733866,0.006405052488402408
104.22985110733639,3.092765525944458
90.80407962567679,7.441098302366275
118.52821630143549,3.2077005986438127
90.80407962567678,21.49650620683592
77.42333957947271,58.252663626624894
128.49551707216034,0.027389952399244136
120.4352208898477,0.029471895112932193
112.99646559692042,0.035316696054654546
85.82036157982836,0.14017515829501476
72.26212003011906,0.557096819278497
65.1305350321281,0.45600072819096055
57.55825055359985,0.3312178592374091
104.22985110733637,2.022192843886761
63.286804238661816,151.09104296098613
47.05438953469098,705.5486447375224
49.282388007561146,1.705890526468645
39.80560125597135,1.9244586184236208
27.85774640642678,28.691395583744658
24.06508266465309,2933.9998358969515
