2theta, I
165.95891167286584,9431.737598798654
148.67504338055255,747.4698684159813
160.24552263982693,26903.679915473618
135.18372448287252,42897.863203123045
118.52821630143552,8553.695082401982
128.4955170721603,3680.2026513714336
120.43522088984767,830.0168331687171
105.94919100847936,1734.8148183449919
99.14278056340999,2240.7440220543394
92.46480862733866,2560.7861392000946
104.22985110733639,8797.233691652511
90.80407962567679,9855.12599822183
118.52821630143549,17123.158030221708
90.80407962567678,19754.312189326418
77.42333957947271,24167.29407465904
128.49551707216034,736.0733595178215
120.4352208898477,835.0186520473851
112.99646559692042,703.0364834663048
85.82036157982836,1290.0858640679735
72.26212003011906,3247.0531616057856
65.1305350321281,5121.8177029622
57.55825055359985,1168.7094080297043
104.22985110733637,4401.877057391446
63.286804238661816,25137.057233016705
47.05438953469098,44791.07429258738
49.282388007561146,4842.179139578075
39.80560125597135,4540.873442589596
27.85774640642678,28057.66670027351
24.06508266465309,66374.74874032264
