h,k,l,|G|,2theta,d,I
-4,-1,0,8.095698964634494,165.95891167286584,0.09586744807417698,1.8427067971196145e-06
-4,0,-1,8.095698964634494,165.95891167286584,0.09586744807417698,1.8427067971196145e-06
-4,0,0,7.853981633974482,148.67504338055255,0.10185916357881304,0
-4,0,1,8.095698964634494,165.95891167286584,0.09586744807417698,1.8427067971196145e-06
-4,1,0,8.095698964634494,165.95891167286584,0.09586744807417698,1.8427067971196145e-06
-3,-2,-2,8.095698964634494,165.95891167286584,0.09586744807417698,1.4741654376956916e-05
-3,-2,-1,7.3467270990868725,128.4955170721603,0.11641047266150062,1.5850869967292898e-06
-3,-2,0,7.0794833744618595,120.43522088984767,0.12536512440469297,8.904599781312282e-05
-3,-2,1,7.3467270990868725,128.4955170721603,0.11641047266150062,1.5850869967292898e-06
-3,-2,2,8.095698964634494,165.95891167286584,0.09586744807417698,1.4741654376956916e-05
-3,-1,-2,7.3467270990868725,128.4955170721603,0.11641047266150062,1.5850869967292894e-06
-3,-1,-1,6.512177547558944,105.94919100847936,0.1481587833873644,0.00016290094106996073
-3,-1,0,6.209117666122562,99.14278056340999,0.16297466172610084,1.6792203262598127e-06
-3,-1,1,6.512177547558944,105.94919100847936,0.1481587833873644,0.00016290094106996073
-3,-1,2,7.3467270990868725,128.4955170721603,0.11641047266150062,1.5850869967292894e-06
-3,0,-2,7.0794833744618595,120.43522088984767,0.12536512440469297,8.904599781312282e-05
-3,0,-1,6.209117666122562,99.14278056340999,0.16297466172610084,1.6792203262598127e-06
-3,0,0,5.890486225480862,92.46480862733866,0.1810829574734454,0
-3,0,1,6.209117666122562,99.14278056340999,0.16297466172610084,1.6792203262598127e-06
-3,0,2,7.0794833744618595,120.43522088984767,0.12536512440469297,8.904599781312282e-05
-3,1,-2,7.3467270990868725,128.4955170721603,0.11641047266150062,1.5850869967292894e-06
-3,1,-1,6.512177547558944,105.94919100847936,0.1481587833873644,0.00016290094106996073
-3,1,0,6.209117666122562,99.14278056340999,0.16297466172610084,1.6792203262598127e-06
-3,1,1,6.512177547558944,105.94919100847936,0.1481587833873644,0.00016290094106996073
-3,1,2,7.3467270990868725,128.4955170721603,0.11641047266150062,1.5850869967292894e-06
